name,priority,descriptions,start,end,sprintId,status,tag,topics,assigneeId,reviewerId,subtasks,complexOfDescription,sprint,sprint_map,projectId,project_map,uniId,id
Đánh giá hiệu suất mô hình phát hiện gian lận,MAJOR,"<html>Đánh giá các mô hình bằng Precision, Recall, F1-score, và đặc biệt là PR-Curve do tính chất mất cân bằng của dữ liệu.</html>",2025-03-15,2025-03-20,sprint-3-7,TODO,THEORY,Research,21130309,21130335,Tính toán PR-Curve - Phân tích ROC-AUC,HIGH,3,746d0e99-8024-4fd8-8851-0ff42317774a,7,9c01574f-1df8-4111-a389-d48a27d93a7a,21130335,
Xây dựng công cụ mô phỏng phát hiện gian lận,MAJOR,<html>Phát triển một công cụ đơn giản để mô phỏng việc nhận diện gian lận trong các giao dịch mới.</html>,2025-03-22,2025-03-30,sprint-5-7,TODO,PRACTICE,Python,21130335,21130304,Thiết kế giao diện mô phỏng - Tích hợp mô hình,MEDIUM,5,cd36124d-d149-4e1b-a716-63db9678cf63,7,9c01574f-1df8-4111-a389-d48a27d93a7a,21130335,
Kiểm thử và đánh giá trên dữ liệu thực tế (giả lập),MAJOR,<html>Kiểm thử mô hình với các trường hợp gian lận giả lập hoặc thực tế để đảm bảo độ chính xác.</html>,2025-03-28,2025-04-04,sprint-5-7,TODO,PRACTICE,Research,21130304,21130309,Kiểm tra tính năng - Đánh giá độ tin cậy,HIGH,5,cd36124d-d149-4e1b-a716-63db9678cf63,7,9c01574f-1df8-4111-a389-d48a27d93a7a,21130335,
Hiệu chỉnh và cải thiện mô hình,MAJOR,"<html>Thực hiện các bước hiệu chỉnh, ví dụ như điều chỉnh ngưỡng phân loại hoặc thử các kỹ thuật xử lý mất cân bằng lớp khác.</html>",2025-04-06,2025-04-12,sprint-4-7,TODO,PRACTICE,Python,21130335,21130304,Điều chỉnh ngưỡng - Cải thiện F1-score,HIGH,4,ed2bc749-adac-4f85-b07d-93f7dce64a41,7,9c01574f-1df8-4111-a389-d48a27d93a7a,21130335,
Hoàn thiện tài liệu và mã nguồn dự án,MAJOR,"<html>Viết báo cáo tổng kết dự án, tập trung vào các thách thức khi xử lý dữ liệu mất cân bằng và hiệu quả của các mô hình.</html>",2025-04-10,2025-04-19,sprint-6-7,TODO,PRACTICE,Research,21130304,21130309,Viết phần thách thức - Đóng gói mã nguồn,MEDIUM,6,9d2d20a1-f820-4c32-9fab-cbc63a86a98d,7,9c01574f-1df8-4111-a389-d48a27d93a7a,21130335,
Tìm hiểu về phân loại thực vật,MAJOR,"<html>Nghiên cứu các phương pháp và thuật toán Machine Learning được sử dụng để phân loại các đối tượng dựa trên đặc trưng hình thái (ví dụ: SVM, Decision Tree, KNN).</html>",2025-02-10,2025-02-15,sprint-1-8,DONE,THEORY,Research,20130224,20130225,Khảo sát các thuật toán - Đọc về phân loại hình ảnh,MEDIUM,1,ed30f4f9-61ee-499c-b68d-e736c3290b2a,8,a77f5dc6-7b43-4644-a8be-53dc2f96fa08,20130224,
Tìm kiếm và lựa chọn Dataset Thực vật,MAJOR,"<html>Tìm kiếm các bộ dữ liệu về thực vật có chứa hình ảnh hoặc các đặc trưng (ví dụ: Iris dataset, các dataset hoa/lá).</html>",2025-02-12,2025-02-17,sprint-1-8,DONE,PRACTICE,Research,20130225,21130042,Xác định nguồn dataset - Đánh giá độ lớn,MEDIUM,1,ed30f4f9-61ee-499c-b68d-e736c3290b2a,8,a77f5dc6-7b43-4644-a8be-53dc2f96fa08,20130224,
Thiết lập môi trường cho phân loại ảnh/dữ liệu,MINOR,"<html>Cài đặt Python, Scikit-learn, Pandas, Matplotlib và thư viện xử lý ảnh (PIL/Pillow hoặc OpenCV nếu dùng hình ảnh).</html>",2025-02-09,2025-02-12,sprint-1-8,DONE,PRACTICE,Python,21130042,20130224,Cài đặt thư viện - Chuẩn bị môi trường,LOW,1,ed30f4f9-61ee-499c-b68d-e736c3290b2a,8,a77f5dc6-7b43-4644-a8be-53dc2f96fa08,20130224,
Tiền xử lý và trích xuất đặc trưng,MAJOR,"<html>Nếu dùng hình ảnh, thực hiện trích xuất đặc trưng hình ảnh (ví dụ: màu sắc, hình dạng, texture). Nếu dùng dữ liệu số, xử lý dữ liệu thiếu và chuẩn hóa.</html>",2025-02-20,2025-02-28,sprint-2-8,INPROCESS,PRACTICE,Python,20130224,20130225,Trích xuất đặc trưng - Làm sạch dữ liệu,HIGH,2,bc3884ae-e246-4001-857c-b2ddd16ec442,8,a77f5dc6-7b43-4644-a8be-53dc2f96fa08,20130224,
Phân tích thống kê và trực quan hóa đặc trưng,MAJOR,"<html>Thực hiện phân tích thống kê mô tả về các đặc trưng đã trích xuất, trực quan hóa để hiểu sự khác biệt giữa các loài thực vật.</html>",2025-02-25,2025-03-03,sprint-2-8,INPROCESS,PRACTICE,Python,20130225,21130042,Biểu đồ phân bố - Phân tích mối quan hệ,MEDIUM,2,bc3884ae-e246-4001-857c-b2ddd16ec442,8,a77f5dc6-7b43-4644-a8be-53dc2f96fa08,20130224,
Chia tách dataset và chuẩn bị cho huấn luyện,MAJOR,<html>Chia dataset thành tập huấn luyện và kiểm tra. Đảm bảo dữ liệu được chuẩn bị sẵn sàng cho các mô hình phân loại.</html>,2025-02-28,2025-03-05,sprint-2-8,INPROCESS,PRACTICE,Python,21130042,20130224,Train/Test split - Kiểm tra định dạng dữ liệu,HIGH,2,bc3884ae-e246-4001-857c-b2ddd16ec442,8,a77f5dc6-7b43-4644-a8be-53dc2f96fa08,20130224,
Huấn luyện mô hình SVM cho phân loại thực vật,MAJOR,<html>Tiến hành huấn luyện mô hình Support Vector Machine (SVM) để phân loại các loài thực vật.</html>,2025-03-07,2025-03-14,sprint-3-8,TODO,PRACTICE,Python,20130224,20130225,Huấn luyện SVM - Tinh chỉnh tham số,MEDIUM,3,746d0e99-8024-4fd8-8851-0ff42317774a,8,a77f5dc6-7b43-4644-a8be-53dc2f96fa08,20130224,
Huấn luyện mô hình Decision Tree/Random Forest,MAJOR,<html>Thử nghiệm huấn luyện mô hình Decision Tree hoặc Random Forest để so sánh hiệu suất với SVM.</html>,2025-03-09,2025-03-16,sprint-3-8,TODO,PRACTICE,Python,20130225,21130042,Huấn luyện Decision Tree - Đánh giá hiệu quả,MEDIUM,3,746d0e99-8024-4fd8-8851-0ff42317774a,8,a77f5dc6-7b43-4644-a8be-53dc2f96fa08,20130224,
Đánh giá hiệu suất mô hình phân loại,MAJOR,"<html>Đánh giá các mô hình bằng Accuracy, Precision, Recall, F1-score và Confusion Matrix.</html>",2025-03-15,2025-03-20,sprint-3-8,TODO,THEORY,Research,21130042,20130224,Tính toán Accuracy - Vẽ Confusion Matrix,HIGH,3,746d0e99-8024-4fd8-8851-0ff42317774a,8,a77f5dc6-7b43-4644-a8be-53dc2f96fa08,20130224,
Xây dựng ứng dụng nhận diện thực vật đơn giản,MAJOR,<html>Phát triển một giao diện đơn giản cho phép người dùng nhập các đặc trưng (hoặc tải ảnh) và nhận diện loài thực vật.</html>,2025-03-22,2025-03-30,sprint-5-8,TODO,PRACTICE,Python,20130224,20130225,Thiết kế giao diện - Tích hợp mô hình,MEDIUM,5,cd36124d-d149-4e1b-a716-63db9678cf63,8,a77f5dc6-7b43-4644-a8be-53dc2f96fa08,20130224,
Kiểm thử ứng dụng với dữ liệu mới,MAJOR,<html>Kiểm thử ứng dụng với các mẫu thực vật mới để đánh giá độ chính xác và độ ổn định.</html>,2025-03-28,2025-04-04,sprint-5-8,TODO,PRACTICE,Research,20130225,21130042,Kiểm tra tính năng - Đánh giá độ tin cậy,HIGH,5,cd36124d-d149-4e1b-a716-63db9678cf63,8,a77f5dc6-7b43-4644-a8be-53dc2f96fa08,20130224,
Hiệu chỉnh và tối ưu mô hình phân loại,MAJOR,"<html>Thực hiện các bước hiệu chỉnh mô hình (ví dụ: điều chỉnh siêu tham số, thử các kỹ thuật Feature Engineering khác) để cải thiện độ chính xác.</html>",2025-04-06,2025-04-12,sprint-4-8,TODO,PRACTICE,Python,20130224,20130225,Tinh chỉnh siêu tham số - Thử nghiệm cải tiến,HIGH,4,ed2bc749-adac-4f85-b07d-93f7dce64a41,8,a77f5dc6-7b43-4644-a8be-53dc2f96fa08,20130224,
Hoàn thiện báo cáo và mã nguồn dự án,MAJOR,"<html>Tổng hợp toàn bộ quá trình, kết quả, và các bài học kinh nghiệm vào báo cáo. Chuẩn bị mã nguồn sạch sẽ và có tổ chức.</html>",2025-04-10,2025-04-19,sprint-6-8,TODO,PRACTICE,Research,20130225,21130042,Viết phần phân tích kết quả - Sắp xếp repo,MEDIUM,6,9d2d20a1-f820-4c32-9fab-cbc63a86a98d,8,a77f5dc6-7b43-4644-a8be-53dc2f96fa08,20130224,
Nghiên cứu các yếu tố ảnh hưởng doanh thu,MAJOR,"<html>Tìm hiểu các yếu tố có thể ảnh hưởng đến doanh thu bán hàng như quảng cáo, mùa vụ, các chiến dịch khuyến mãi, giá cả, v.v.</html>",2025-02-10,2025-02-15,sprint-1-9,DONE,THEORY,Research,21130359,21130386,Khảo sát các yếu tố - Phân tích xu hướng thị trường,MEDIUM,1,ed30f4f9-61ee-499c-b68d-e736c3290b2a,9,f731f169-2af8-43cc-b963-08028c3a484a,21130359,
Tìm kiếm và lựa chọn Dataset Doanh thu,MAJOR,"<html>Tìm kiếm các bộ dữ liệu bán hàng hoặc doanh thu có sẵn, bao gồm các thông tin về sản phẩm, marketing, thời gian.</html>",2025-02-12,2025-02-17,sprint-1-9,DONE,PRACTICE,Research,21130386,21130367,Xác định nguồn dataset - Đánh giá độ lớn,MEDIUM,1,ed30f4f9-61ee-499c-b68d-e736c3290b2a,9,f731f169-2af8-43cc-b963-08028c3a484a,21130359,
Thiết lập môi trường cho dự đoán doanh thu,MINOR,"<html>Cài đặt Python, Pandas, Scikit-learn và Matplotlib để tiền xử lý và phân tích dữ liệu chuỗi thời gian (nếu có).</html>",2025-02-09,2025-02-12,sprint-1-9,DONE,PRACTICE,Python,21130367,21130359,Cài đặt thư viện - Chuẩn bị môi trường,LOW,1,ed30f4f9-61ee-499c-b68d-e736c3290b2a,9,f731f169-2af8-43cc-b963-08028c3a484a,21130359,
Tiền xử lý và tạo đặc trưng thời gian,MAJOR,"<html>Xử lý dữ liệu thiếu, biến đổi các biến phân loại. Tạo các đặc trưng liên quan đến thời gian (ngày trong tuần, tháng, quý) nếu dữ liệu là chuỗi thời gian.</html>",2025-02-20,2025-02-28,sprint-2-9,INPROCESS,PRACTICE,Python,21130359,21130386,Xử lý missing values - Feature engineering thời gian,HIGH,2,bc3884ae-e246-4001-857c-b2ddd16ec442,9,f731f169-2af8-43cc-b963-08028c3a484a,21130359,
Phân tích xu hướng và mùa vụ của doanh thu,MAJOR,<html>Thực hiện phân tích xu hướng (trend) và tính mùa vụ (seasonality) trong dữ liệu doanh thu nếu là chuỗi thời gian.</html>,2025-02-25,2025-03-03,sprint-2-9,INPROCESS,PRACTICE,Python,21130386,21130367,Vẽ biểu đồ xu hướng - Phân tích chu kỳ,MEDIUM,2,bc3884ae-e246-4001-857c-b2ddd16ec442,9,f731f169-2af8-43cc-b963-08028c3a484a,21130359,
Chia tách Dataset và chuẩn hóa dữ liệu,MAJOR,<html>Chia dataset thành tập huấn luyện và kiểm tra. Chuẩn hóa dữ liệu số để phù hợp với mô hình hồi quy.</html>,2025-02-28,2025-03-05,sprint-2-9,INPROCESS,PRACTICE,Python,21130367,21130359,Train/Test split - Scaling dữ liệu,HIGH,2,bc3884ae-e246-4001-857c-b2ddd16ec442,9,f731f169-2af8-43cc-b963-08028c3a484a,21130359,
Huấn luyện mô hình Linear Regression,MAJOR,<html>Tiến hành huấn luyện mô hình Hồi quy tuyến tính (Linear Regression) để dự đoán doanh thu.</html>,2025-03-07,2025-03-14,sprint-3-9,TODO,PRACTICE,Python,21130359,21130386,Huấn luyện Linear Regression - Điều chỉnh mô hình,MEDIUM,3,746d0e99-8024-4fd8-8851-0ff42317774a,9,f731f169-2af8-43cc-b963-08028c3a484a,21130359,
Huấn luyện mô hình khác (ví dụ: Random Forest Regressor),MAJOR,<html>Thử nghiệm huấn luyện thêm một mô hình hồi quy khác như Random Forest Regressor để so sánh hiệu suất.</html>,2025-03-09,2025-03-16,sprint-3-9,TODO,PRACTICE,Python,21130386,21130367,Huấn luyện Random Forest - So sánh kết quả,MEDIUM,3,746d0e99-8024-4fd8-8851-0ff42317774a,9,f731f169-2af8-43cc-b963-08028c3a484a,21130359,
Đánh giá hiệu suất mô hình dự đoán doanh thu,MAJOR,"<html>Đánh giá các mô hình bằng các chỉ số như RMSE, MAE, R-squared.</html>",2025-03-15,2025-03-20,sprint-3-9,TODO,THEORY,Research,21130367,21130359,Tính toán RMSE/MAE - Phân tích R-squared,HIGH,3,746d0e99-8024-4fd8-8851-0ff42317774a,9,f731f169-2af8-43cc-b963-08028c3a484a,21130359,
Xây dựng công cụ dự đoán doanh thu,MAJOR,<html>Phát triển một công cụ đơn giản (ví dụ: command-line tool hoặc giao diện web nhỏ) cho phép người dùng nhập các yếu tố và nhận dự đoán doanh thu.</html>,2025-03-22,2025-03-30,sprint-5-9,TODO,PRACTICE,Python,21130359,21130386,Thiết kế giao diện - Tích hợp dự đoán,MEDIUM,5,cd36124d-d149-4e1b-a716-63db9678cf63,9,f731f169-2af8-43cc-b963-08028c3a484a,21130359,
Kiểm thử và demo dự án,MAJOR,<html>Kiểm thử công cụ dự đoán với các kịch bản khác nhau. Chuẩn bị demo kết quả.</html>,2025-03-28,2025-04-04,sprint-5-9,TODO,PRACTICE,Research,21130386,21130367,Kiểm tra tính năng - Demo hoạt động,HIGH,5,cd36124d-d149-4e1b-a716-63db9678cf63,9,f731f169-2af8-43cc-b963-08028c3a484a,21130359,
Hiệu chỉnh và tối ưu hóa dự đoán,MAJOR,<html>Phân tích các trường hợp dự đoán sai và tìm cách hiệu chỉnh mô hình để cải thiện độ chính xác.</html>,2025-04-06,2025-04-12,sprint-4-9,TODO,PRACTICE,Python,21130359,21130386,Phân tích lỗi dự đoán - Cải thiện mô hình,HIGH,4,ed2bc749-adac-4f85-b07d-93f7dce64a41,9,f731f169-2af8-43cc-b963-08028c3a484a,21130359,
Hoàn thiện báo cáo và mã nguồn,MAJOR,"<html>Tổng hợp toàn bộ dự án, bao gồm phân tích dữ liệu, mô hình hóa và kết quả. Đảm bảo mã nguồn được sắp xếp gọn gàng và dễ hiểu.</html>",2025-04-10,2025-04-19,sprint-6-9,TODO,PRACTICE,Research,21130386,21130367,Viết báo cáo cuối kỳ - Đóng gói mã nguồn,MEDIUM,6,9d2d20a1-f820-4c32-9fab-cbc63a86a98d,9,f731f169-2af8-43cc-b963-08028c3a484a,21130359,
Tìm hiểu về nhận diện khuôn mặt,MAJOR,"<html>Nghiên cứu các phương pháp và thuật toán cơ bản trong nhận diện khuôn mặt như trích xuất đặc trưng (Haar Cascades, HOG) và phân loại (SVM, KNN).</html>",2025-02-10,2025-02-15,sprint-1-10,DONE,THEORY,Research,21130371,21130390,Khảo sát các thuật toán - Đọc tài liệu Face Recognition,MEDIUM,1,ed30f4f9-61ee-499c-b68d-e736c3290b2a,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Tìm kiếm và lựa chọn Dataset Khuôn mặt,MAJOR,"<html>Tìm kiếm các bộ dữ liệu khuôn mặt đơn giản (ví dụ: Labeled Faces in the Wild - LFW Subset, AT&T Facedatabase) để huấn luyện.</html>",2025-02-12,2025-02-17,sprint-1-10,DONE,PRACTICE,Research,21130390,21130076,Xác định nguồn dataset - Đánh giá độ phù hợp,MEDIUM,1,ed30f4f9-61ee-499c-b68d-e736c3290b2a,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Thiết lập môi trường cho xử lý ảnh,MINOR,"<html>Cài đặt Python, OpenCV (cho xử lý ảnh và phát hiện khuôn mặt), Scikit-learn và Matplotlib.</html>",2025-02-09,2025-02-12,sprint-1-10,DONE,PRACTICE,Python,21130076,21130371,Cài đặt OpenCV - Chuẩn bị môi trường,LOW,1,ed30f4f9-61ee-499c-b68d-e736c3290b2a,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Tiền xử lý và trích xuất đặc trưng khuôn mặt,MAJOR,"<html>Thực hiện các bước tiền xử lý ảnh (resize, grayscale) và trích xuất đặc trưng khuôn mặt (ví dụ: sử dụng HOG features hoặc Haar Cascades để phát hiện).</html>",2025-02-20,2025-02-28,sprint-2-10,INPROCESS,PRACTICE,Python,21130371,21130390,Làm sạch ảnh - Trích xuất đặc trưng,HIGH,2,bc3884ae-e246-4001-857c-b2ddd16ec442,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Phân tích thống kê và trực quan hóa đặc trưng,MAJOR,"<html>Thực hiện phân tích thống kê mô tả về các đặc trưng khuôn mặt, trực quan hóa để hiểu sự khác biệt giữa các khuôn mặt.</html>",2025-02-25,2025-03-03,sprint-2-10,INPROCESS,PRACTICE,Python,21130390,21130076,Biểu đồ đặc trưng - Phân tích phân bố,MEDIUM,2,bc3884ae-e246-4001-857c-b2ddd16ec442,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Chia tách dataset và chuẩn bị dữ liệu,MAJOR,<html>Chia dataset thành tập huấn luyện và kiểm tra. Đảm bảo dữ liệu được chuẩn bị sẵn sàng cho các mô hình phân loại.</html>,2025-02-28,2025-03-05,sprint-2-10,INPROCESS,PRACTICE,Python,21130076,21130371,Train/Test split - Chuẩn bị dữ liệu cho mô hình,HIGH,2,bc3884ae-e246-4001-857c-b2ddd16ec442,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Huấn luyện mô hình SVM cho nhận diện,MAJOR,<html>Tiến hành huấn luyện mô hình Support Vector Machine (SVM) để phân loại các khuôn mặt.</html>,2025-03-07,2025-03-14,sprint-3-10,TODO,PRACTICE,Python,21130371,21130390,Huấn luyện SVM - Tinh chỉnh tham số,MEDIUM,3,746d0e99-8024-4fd8-8851-0ff42317774a,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Huấn luyện mô hình K-Nearest Neighbors (KNN),MAJOR,<html>Thử nghiệm huấn luyện mô hình K-Nearest Neighbors (KNN) để so sánh hiệu suất với SVM.</html>,2025-03-09,2025-03-16,sprint-3-10,TODO,PRACTICE,Python,21130390,21130076,Huấn luyện KNN - Đánh giá hiệu quả,MEDIUM,3,746d0e99-8024-4fd8-8851-0ff42317774a,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Đánh giá hiệu suất mô hình nhận diện khuôn mặt,MAJOR,"<html>Đánh giá các mô hình bằng Accuracy, Precision, Recall, F1-score và Confusion Matrix.</html>",2025-03-15,2025-03-20,sprint-3-10,TODO,THEORY,Research,21130076,21130371,Tính toán Accuracy - Vẽ Confusion Matrix,HIGH,3,746d0e99-8024-4fd8-8851-0ff42317774a,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Xây dựng ứng dụng nhận diện khuôn mặt đơn giản,MAJOR,<html>Phát triển một giao diện đơn giản (ví dụ: sử dụng OpenCV để chụp ảnh từ webcam và nhận diện).</html>,2025-03-22,2025-03-30,sprint-5-10,TODO,PRACTICE,Python,21130371,21130390,Thiết kế giao diện - Tích hợp mô hình,MEDIUM,5,cd36124d-d149-4e1b-a716-63db9678cf63,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Kiểm thử ứng dụng với các khuôn mặt mới,MAJOR,<html>Kiểm thử ứng dụng với các khuôn mặt mới (của các thành viên trong nhóm) để đánh giá độ chính xác và độ ổn định.</html>,2025-03-28,2025-04-04,sprint-5-10,TODO,PRACTICE,Research,21130390,21130076,Kiểm tra tính năng - Đánh giá độ tin cậy,HIGH,5,cd36124d-d149-4e1b-a716-63db9678cf63,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Hiệu chỉnh và tối ưu mô hình,MAJOR,"<html>Thực hiện các bước hiệu chỉnh mô hình (ví dụ: điều chỉnh siêu tham số, thử các phương pháp trích xuất đặc trưng khác) để cải thiện độ chính xác.</html>",2025-04-06,2025-04-12,sprint-4-10,TODO,PRACTICE,Python,21130371,21130390,Tinh chỉnh siêu tham số - Thử nghiệm cải tiến,HIGH,4,ed2bc749-adac-4f85-b07d-93f7dce64a41,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Hoàn thiện báo cáo và mã nguồn dự án,MAJOR,"<html>Tổng hợp toàn bộ quá trình, kết quả, và các bài học kinh nghiệm vào báo cáo. Chuẩn bị mã nguồn sạch sẽ và có tổ chức.</html>",2025-04-10,2025-04-19,sprint-6-10,TODO,PRACTICE,Research,21130390,21130076,Viết phần phân tích kết quả - Sắp xếp repo,MEDIUM,6,9d2d20a1-f820-4c32-9fab-cbc63a86a98d,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
