name,priority,descriptions,start,end,sprintId,status,tag,topics,assigneeId,reviewerId,subtasks,complexOfDescription,sprint,projectId,project_map,sprint_map,uniId,id
Chuẩn bị báo cáo dự án và thuyết trình,MAJOR,<p>Tổng hợp các tài liệu kỹ thuật và chuẩn bị bài thuyết trình cuối kỳ.</p>,2025-05-05,2025-05-09,sprint9_project6,TODO,THEORY,Document,21130326,20130237,Viết báo cáo - Luyện tập thuyết trình,MEDIUM,9,project6,06c5d1d3-22f5-45ac-a0fc-d8142cf1e53a,4c814469-68fa-494a-9e93-90ccff9d6eaa,21130279,
Triển khai lên môi trường Production,CRITICAL,"<p>Tiến hành triển khai ứng dụng lên server production, đảm bảo hoạt động ổn định.</p>",2025-05-06,2025-05-10,sprint9_project6,TODO,PRACTICE,Deployment,20130237,21130279,Cấu hình server - Kiểm tra sau triển khai,HIGH,9,project6,06c5d1d3-22f5-45ac-a0fc-d8142cf1e53a,4c814469-68fa-494a-9e93-90ccff9d6eaa,21130279,
Khảo sát thị trường đồ ăn vặt online,MAJOR,<p>Nghiên cứu các đối thủ cạnh tranh và xu hướng tiêu dùng đồ ăn vặt online.</p>,2025-02-09,2025-02-13,sprint1_project7,DONE,THEORY,Document,21130335,21130304,Phân tích thị trường - Đánh giá nhu cầu,MEDIUM,1,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,21130335,
Xác định phạm vi dự án và mục tiêu kinh doanh,MAJOR,<p>Định nghĩa rõ ràng các tính năng chính và mục tiêu của website đồ ăn vặt.</p>,2025-02-10,2025-02-14,sprint1_project7,DONE,THEORY,Document,21130304,21130309,Xác định KPIs - Lên kế hoạch sơ bộ,MEDIUM,1,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,21130335,
Thiết lập môi trường phát triển ban đầu,MINOR,<p>Cài đặt các công cụ và môi trường cần thiết cho việc phát triển web.</p>,2025-02-11,2025-02-15,sprint1_project7,DONE,PRACTICE,Deployment,21130309,21130335,Cài đặt IDE - Cấu hình Git,LOW,1,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,21130335,
Xác định yêu cầu chức năng và công nghệ,MAJOR,<p>Liệt kê các yêu cầu chức năng cho website đồ ăn vặt và lựa chọn công nghệ phát triển.</p>,2025-02-16,2025-02-20,sprint2_project7,INPROCESS,THEORY,Document,21130304,21130309,Xác định tính năng cốt lõi - Đề xuất stack công nghệ,MEDIUM,2,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,f87463f4-3d2c-49f1-9f20-a4510eb0728f,21130335,
Thiết kế cơ sở dữ liệu (ERD) cho website đồ ăn vặt,MAJOR,"<p>Xây dựng ERD và các schema database cho thông tin món ăn, người dùng, đơn hàng.</p>",2025-02-17,2025-02-21,sprint2_project7,TODO,PRACTICE,Document,21130309,21130335,Vẽ ERD - Xác định bảng - Quan hệ dữ liệu,MEDIUM,2,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,f87463f4-3d2c-49f1-9f20-a4510eb0728f,21130335,
Lựa chọn và cấu hình framework Backend (Spring),MAJOR,"<p>Khởi tạo dự án Spring Boot, cấu hình dependency và database connection.</p>",2025-02-18,2025-02-22,sprint2_project7,TODO,PRACTICE,Spring,21130335,21130304,Cài đặt Maven/Gradle - Cấu hình JPA,MEDIUM,2,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,f87463f4-3d2c-49f1-9f20-a4510eb0728f,21130335,
Thiết kế Wireframe và Mockup cho web đồ ăn vặt,MAJOR,<p>Vẽ sơ đồ khung và bản mẫu giao diện cho website bán đồ ăn vặt.</p>,2025-02-23,2025-03-05,sprint3_project7,INPROCESS,PRACTICE,HTML-CSS,21130309,21130335,Thiết kế luồng người dùng - Tạo bản nháp UI,MEDIUM,3,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,99d36620-1576-4e19-99fb-c132541b860f,21130335,
Phát triển giao diện trang chủ và bố cục chung,MAJOR,"<p>Code HTML và CSS cho trang chủ, header, footer của website.</p>",2025-02-25,2025-03-07,sprint3_project7,TODO,PRACTICE,HTML-CSS,21130335,21130304,Lên layout - Thiết kế style guide,MEDIUM,3,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,99d36620-1576-4e19-99fb-c132541b860f,21130335,
Xây dựng module xác thực người dùng (Backend - API),MAJOR,"<p>Phát triển các API cho chức năng đăng ký, đăng nhập và quản lý tài khoản người dùng.</p>",2025-02-27,2025-03-09,sprint3_project7,TODO,PRACTICE,Spring,21130304,21130309,Thiết kế endpoint - Xử lý mã hóa mật khẩu,MEDIUM,3,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,99d36620-1576-4e19-99fb-c132541b860f,21130335,
Phát triển chức năng đăng nhập/đăng ký,MAJOR,"<p>Hiện thực chức năng đăng nhập, đăng ký và quản lý profile người dùng.</p>",2025-03-09,2025-03-13,sprint4_project7,INPROCESS,PRACTICE,Spring,21130335,21130304,Xây dựng API authentication - Thiết kế form đăng ký,MEDIUM,4,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,eb648995-761c-42b7-9a55-2e2a8d67acae,21130335,
Xây dựng giao diện quản lý người dùng (ReactJS),MAJOR,<p>Thiết kế và hiện thực trang quản lý người dùng cho admin (CRUD).</p>,2025-03-11,2025-03-15,sprint4_project7,TODO,PRACTICE,ReactJS,21130304,21130309,Thiết kế bảng - Tích hợp API User,MEDIUM,4,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,eb648995-761c-42b7-9a55-2e2a8d67acae,21130335,
Phát triển API quản lý món ăn (Backend),MAJOR,"<p>Xây dựng các API RESTful để thêm, sửa, xóa, lấy thông tin món ăn.</p>",2025-03-13,2025-03-17,sprint4_project7,TODO,PRACTICE,Spring,21130309,21130335,Thiết kế endpoint - Tích hợp database,MEDIUM,4,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,eb648995-761c-42b7-9a55-2e2a8d67acae,21130335,
Xây dựng trang hiển thị menu và chi tiết món ăn,MAJOR,<p>Hiện thực trang hiển thị danh sách các món ăn vặt và trang chi tiết từng món.</p>,2025-03-16,2025-03-25,sprint5_project7,INPROCESS,PRACTICE,ReactJS-Spring,21130304,21130309,Thiết kế menu - Thêm thông tin món ăn,MEDIUM,5,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,f47550be-910c-44a4-b293-eab3ee6aca92,21130335,
Hiện thực chức năng tìm kiếm và lọc món ăn,MAJOR,"<p>Phát triển tính năng tìm kiếm món ăn theo tên, loại, giá.</p>",2025-03-18,2025-03-27,sprint5_project7,TODO,PRACTICE,Spring,21130309,21130335,Thiết kế thuật toán tìm kiếm - Tối ưu hiệu suất,MEDIUM,5,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,f47550be-910c-44a4-b293-eab3ee6aca92,21130335,
Xây dựng giao diện giỏ hàng (Frontend),MAJOR,"<p>Thiết kế và hiện thực trang giỏ hàng, hiển thị danh sách món ăn đã chọn.</p>",2025-03-20,2025-03-29,sprint5_project7,TODO,PRACTICE,ReactJS,21130335,21130304,Thiết kế layout - Hiển thị sản phẩm,MEDIUM,5,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,f47550be-910c-44a4-b293-eab3ee6aca92,21130335,
Hiện thực chức năng giỏ hàng và đặt hàng,MAJOR,<p>Xây dựng chức năng thêm món vào giỏ hàng và quy trình đặt hàng online.</p>,2025-03-30,2025-04-08,sprint6_project7,INPROCESS,PRACTICE,Spring,21130309,21130335,Quản lý trạng thái giỏ hàng - Xử lý thông tin giao hàng,MEDIUM,6,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130335,
Tích hợp thanh toán online cho đơn hàng ăn vặt,CRITICAL,<p>Tích hợp các cổng thanh toán trực tuyến cho website đồ ăn vặt.</p>,2025-04-03,2025-04-12,sprint6_project7,TODO,PRACTICE,Spring,21130335,21130304,Nghiên cứu API thanh toán - Test giao dịch,HIGH,6,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130335,
Xây dựng API cho giỏ hàng và đặt hàng,MAJOR,<p>Phát triển các API backend để quản lý giỏ hàng và xử lý đơn hàng.</p>,2025-04-05,2025-04-14,sprint6_project7,TODO,PRACTICE,Spring,21130304,21130309,Thiết kế endpoint - Xử lý logic giỏ hàng,MEDIUM,6,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130335,
Phát triển chức năng đánh giá và bình luận món ăn,MAJOR,<p>Cho phép người dùng đánh giá và bình luận về các món ăn.</p>,2025-04-13,2025-04-22,sprint7_project7,TODO,PRACTICE,ReactJS-Spring,21130309,21130335,Thiết kế form - Lưu trữ dữ liệu,MEDIUM,7,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,697b373f-2d73-48e9-90d4-ab516cc7d2aa,21130335,
Xây dựng chức năng quản lý khuyến mãi/mã giảm giá,MAJOR,<p>Phát triển giao diện và API để quản lý các chương trình khuyến mãi.</p>,2025-04-15,2025-04-24,sprint7_project7,TODO,PRACTICE,Spring,21130335,21130304,Thiết kế CSDL khuyến mãi - Phát triển form quản lý,MEDIUM,7,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,697b373f-2d73-48e9-90d4-ab516cc7d2aa,21130335,
Tối ưu hóa hiệu năng ứng dụng (Frontend),MINOR,"<p>Tăng tốc độ tải trang, giảm kích thước tài nguyên, tối ưu SEO cơ bản.</p>",2025-04-17,2025-04-26,sprint7_project7,TODO,PRACTICE,JS-CSS,21130304,21130309,Nén file - Tối ưu hình ảnh,LOW,7,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,697b373f-2d73-48e9-90d4-ab516cc7d2aa,21130335,
Triển khai môi trường Dev/Staging với Docker,MAJOR,"<p>Đóng gói ứng dụng vào Docker containers, cấu hình Docker Compose cho môi trường phát triển/thử nghiệm.</p>",2025-04-27,2025-05-01,sprint8_project7,TODO,PRACTICE,Docker-Deployment,21130309,21130335,Viết Dockerfile - Cấu hình Docker Compose,MEDIUM,8,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,21130335,
Cấu hình CI/CD cho dự án,MAJOR,<p>Thiết lập quy trình tích hợp liên tục và triển khai tự động cho dự án.</p>,2025-04-29,2025-05-03,sprint8_project7,TODO,PRACTICE,Deployment,21130335,21130304,Cấu hình GitHub Actions - Viết script deploy,MEDIUM,8,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,21130335,
Kiểm thử và tối ưu hiệu suất,MAJOR,<p>Kiểm thử các chức năng và tối ưu hóa hiệu suất website để đảm bảo trải nghiệm tốt.</p>,2025-05-04,2025-05-08,sprint9_project7,TODO,PRACTICE,Deployment,21130304,21130309,Lập kế hoạch kiểm thử - Tối ưu mã nguồn,MEDIUM,9,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,4c814469-68fa-494a-9e93-90ccff9d6eaa,21130335,
Chuẩn bị tài liệu báo cáo dự án cuối kỳ,MAJOR,"<p>Tổng hợp tất cả các tài liệu dự án, bao gồm báo cáo kỹ thuật, hướng dẫn sử dụng.</p>",2025-05-05,2025-05-09,sprint9_project7,TODO,THEORY,Document,21130309,21130335,Viết báo cáo tổng kết - Chuẩn bị thuyết trình,MEDIUM,9,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,4c814469-68fa-494a-9e93-90ccff9d6eaa,21130335,
Triển khai ứng dụng lên Production Server,CRITICAL,"<p>Đưa ứng dụng lên môi trường sản phẩm thực tế, cấu hình server và database.</p>",2025-05-06,2025-05-10,sprint9_project7,TODO,PRACTICE,Deployment,21130335,21130304,Cấu hình Nginx/Apache - Kiểm tra cuối cùng,HIGH,9,project7,3c96f87e-1519-4a23-a051-aef88e1e4faf,4c814469-68fa-494a-9e93-90ccff9d6eaa,21130335,
Phân tích thị trường quần áo trẻ em,MAJOR,<p>Nghiên cứu xu hướng thời trang trẻ em và phân tích các đối thủ cạnh tranh.</p>,2025-02-09,2025-02-13,sprint1_project8,DONE,THEORY,Document,20130224,20130225,Khảo sát thị hiếu - Đánh giá phân khúc khách hàng,MEDIUM,1,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,20130224,
Xác định mục tiêu và yêu cầu người dùng,MAJOR,<p>Định nghĩa rõ ràng các tính năng chính và các yêu cầu từ người dùng cho website quần áo trẻ em.</p>,2025-02-10,2025-02-14,sprint1_project8,DONE,THEORY,Document,20130225,21130042,Xác định Use Case - Phỏng vấn khách hàng,MEDIUM,1,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,20130224,
Thiết lập môi trường phát triển ban đầu,MINOR,<p>Cài đặt các công cụ và môi trường cần thiết cho việc phát triển web.</p>,2025-02-11,2025-02-15,sprint1_project8,DONE,PRACTICE,Deployment,21130042,20130224,Cài đặt IDE - Cấu hình Git,LOW,1,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,20130224,
Xác định yêu cầu hệ thống và lựa chọn công nghệ,MAJOR,"<p>Liệt kê các yêu cầu chức năng và phi chức năng, chọn công nghệ phù định.</p>",2025-02-16,2025-02-20,sprint2_project8,INPROCESS,THEORY,Document,20130225,21130042,Xác định tính năng - Đề xuất công nghệ,MEDIUM,2,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f87463f4-3d2c-49f1-9f20-a4510eb0728f,20130224,
Thiết kế kiến trúc hệ thống tổng thể,MAJOR,"<p>Xây dựng sơ đồ kiến trúc tổng quan cho ứng dụng (client-server, database).</p>",2025-02-17,2025-02-21,sprint2_project8,TODO,THEORY,Document,21130042,20130224,Xác định các layer - Lựa chọn công nghệ,MEDIUM,2,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f87463f4-3d2c-49f1-9f20-a4510eb0728f,20130224,
Thiết kế cơ sở dữ liệu (ERD) cho web quần áo,MAJOR,"<p>Xây dựng ERD và các schema database cho thông tin quần áo, người dùng, đơn hàng.</p>",2025-02-19,2025-02-23,sprint2_project8,TODO,PRACTICE,Document,20130224,20130225,Vẽ ERD - Xác định bảng - Quan hệ dữ liệu,MEDIUM,2,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f87463f4-3d2c-49f1-9f20-a4510eb0728f,20130224,
Thiết kế Use Case Diagram và ERD,MAJOR,<p>Vẽ Use Case Diagram và ERD cho website quần áo trẻ em.</p>,2025-02-23,2025-03-05,sprint3_project8,INPROCESS,PRACTICE,Document,21130042,20130224,Xác định các tác nhân - Thiết kế CSDL,MEDIUM,3,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,99d36620-1576-4e19-99fb-c132541b860f,20130224,
Phát triển giao diện trang chủ và bố cục chung,MAJOR,"<p>Code HTML và CSS cho trang chủ, header, footer của website.</p>",2025-02-25,2025-03-07,sprint3_project8,TODO,PRACTICE,HTML-CSS,20130224,20130225,Thiết kế layout responsive - Viết CSS cơ bản,MEDIUM,3,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,99d36620-1576-4e19-99fb-c132541b860f,20130224,
Xây dựng module xác thực người dùng (Backend),MAJOR,"<p>Phát triển các API cho chức năng đăng ký, đăng nhập và quản lý token.</p>",2025-02-27,2025-03-09,sprint3_project8,TODO,PRACTICE,NestJs,20130225,21130042,Thiết kế endpoint - Xử lý mã hóa mật khẩu,MEDIUM,3,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,99d36620-1576-4e19-99fb-c132541b860f,20130224,
Phát triển chức năng đăng nhập/đăng ký/phân quyền,MAJOR,"<p>Hiện thực module đăng nhập, đăng ký và quản lý phân quyền cho các vai trò.</p>",2025-03-09,2025-03-13,sprint4_project8,INPROCESS,PRACTICE,NestJs,20130224,20130225,Thiết kế cơ chế authentication - Xử lý quyền truy cập,MEDIUM,4,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,eb648995-761c-42b7-9a55-2e2a8d67acae,20130224,
Xây dựng giao diện đăng nhập/đăng ký (ReactJS),MAJOR,"<p>Thiết kế và code các form đăng nhập, đăng ký sử dụng ReactJS và kết nối API.</p>",2025-03-11,2025-03-15,sprint4_project8,TODO,PRACTICE,ReactJS,20130225,21130042,Thiết kế form - Xử lý validation,MEDIUM,4,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,eb648995-761c-42b7-9a55-2e2a8d67acae,20130224,
Phát triển API quản lý sản phẩm (Backend),MAJOR,"<p>Xây dựng các API RESTful để thêm, sửa, xóa, lấy thông tin sản phẩm quần áo.</p>",2025-03-13,2025-03-17,sprint4_project8,TODO,PRACTICE,NestJs,21130042,20130224,Thiết kế endpoint - Tích hợp database,MEDIUM,4,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,eb648995-761c-42b7-9a55-2e2a8d67acae,20130224,
Xây dựng trang hiển thị sản phẩm theo độ tuổi/giới tính,MAJOR,"<p>Thiết kế và hiện thực trang danh sách quần áo, có lọc theo độ tuổi và giới tính.</p>",2025-03-16,2025-03-25,sprint5_project8,INPROCESS,PRACTICE,ReactJS-NestJs,20130225,21130042,Thiết kế bộ lọc - Tích hợp dữ liệu sản phẩm,MEDIUM,5,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f47550be-910c-44a4-b293-eab3ee6aca92,20130224,
Xây dựng trang chi tiết sản phẩm quần áo,MAJOR,<p>Phát triển trang hiển thị thông tin chi tiết của từng sản phẩm quần áo.</p>,2025-03-18,2025-03-27,sprint5_project8,TODO,PRACTICE,ReactJS,21130042,20130224,Thiết kế layout - Hiển thị thông tin chi tiết,MEDIUM,5,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f47550be-910c-44a4-b293-eab3ee6aca92,20130224,
Hiện thực chức năng tìm kiếm sản phẩm,MAJOR,"<p>Phát triển tính năng tìm kiếm quần áo theo từ khóa, danh mục, độ tuổi.</p>",2025-03-20,2025-03-29,sprint5_project8,TODO,PRACTICE,NestJs,20130224,20130225,Thiết kế thuật toán tìm kiếm - Tối ưu truy vấn,MEDIUM,5,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f47550be-910c-44a4-b293-eab3ee6aca92,20130224,
Hiện thực chức năng giỏ hàng và đặt hàng,MAJOR,<p>Xây dựng chức năng giỏ hàng và quy trình tạo đơn hàng cho quần áo trẻ em.</p>,2025-03-30,2025-04-08,sprint6_project8,INPROCESS,PRACTICE,NestJs,21130042,20130224,Quản lý sản phẩm trong giỏ - Xử lý thông tin đặt hàng,MEDIUM,6,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f8bdf08c-c32d-4863-86b2-44a36a756fac,20130224,
Xây dựng API cho giỏ hàng và đơn hàng,MAJOR,"<p>Phát triển các API backend để thêm/xóa sản phẩm vào giỏ, tạo và quản lý đơn hàng.</p>",2025-04-01,2025-04-10,sprint6_project8,TODO,PRACTICE,NestJs,20130224,20130225,Thiết kế endpoint - Xử lý logic nghiệp vụ,MEDIUM,6,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f8bdf08c-c32d-4863-86b2-44a36a756fac,20130224,
Tích hợp cổng thanh toán online,CRITICAL,"<p>Tích hợp cổng thanh toán trực tuyến (ví dụ: VNPay, MoMo) cho các đơn hàng.</p>",2025-04-03,2025-04-12,sprint6_project8,TODO,PRACTICE,NestJs,20130225,21130042,Nghiên cứu API thanh toán - Test giao dịch,HIGH,6,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,f8bdf08c-c32d-4863-86b2-44a36a756fac,20130224,
Phát triển chức năng đánh giá và bình luận sản phẩm,MAJOR,<p>Cho phép người dùng đánh giá và bình luận về quần áo.</p>,2025-04-13,2025-04-22,sprint7_project8,TODO,PRACTICE,ReactJS-NestJs,21130042,20130224,Thiết kế form - Lưu trữ dữ liệu,MEDIUM,7,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,697b373f-2d73-48e9-90d4-ab516cc7d2aa,20130224,
Xây dựng chức năng quản lý khuyến mãi/mã giảm giá,MAJOR,<p>Phát triển giao diện và API để quản lý các chương trình khuyến mãi.</p>,2025-04-15,2025-04-24,sprint7_project8,TODO,PRACTICE,NestJs,20130224,20130225,Thiết kế CSDL khuyến mãi - Phát triển form quản lý,MEDIUM,7,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,697b373f-2d73-48e9-90d4-ab516cc7d2aa,20130224,
Tối ưu hóa hiệu năng ứng dụng (Frontend),MINOR,"<p>Tăng tốc độ tải trang, giảm kích thước tài nguyên, tối ưu SEO cơ bản.</p>",2025-04-17,2025-04-26,sprint7_project8,TODO,PRACTICE,JS-CSS,20130225,21130042,Nén file - Tối ưu hình ảnh,LOW,7,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,697b373f-2d73-48e9-90d4-ab516cc7d2aa,20130224,
Hoàn thiện các trang giới thiệu và liên hệ,MINOR,<p>Bổ sung các trang giới thiệu về cửa hàng và thông tin liên hệ.</p>,2025-04-27,2025-05-01,sprint8_project8,TODO,PRACTICE,HTML-CSS,20130224,20130225,Thiết kế layout - Viết nội dung,LOW,8,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,20130224,
Triển khai môi trường Dev/Staging với Docker,MAJOR,"<p>Đóng gói ứng dụng vào Docker containers, cấu hình Docker Compose cho môi trường phát triển/thử nghiệm.</p>",2025-04-29,2025-05-03,sprint8_project8,TODO,PRACTICE,Docker-Deployment,20130225,21130042,Viết Dockerfile - Cấu hình Docker Compose,MEDIUM,8,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,20130224,
Cấu hình CI/CD cho dự án,MAJOR,<p>Thiết lập quy trình tích hợp liên tục và triển khai tự động cho dự án.</p>,2025-04-30,2025-05-04,sprint8_project8,TODO,PRACTICE,Deployment,21130042,20130224,Cấu hình GitHub Actions - Viết script deploy,MEDIUM,8,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,20130224,
Kiểm thử toàn bộ hệ thống và chuẩn bị báo cáo,MAJOR,"<p>Kiểm thử chức năng, hiệu suất và chuẩn bị tài liệu báo cáo cuối kỳ.</p>",2025-05-04,2025-05-08,sprint9_project8,TODO,PRACTICE,Deployment-Document,20130225,21130042,Lập kế hoạch kiểm thử - Soạn thảo báo cáo,MEDIUM,9,project8,bfa62a05-7f26-404c-b8b0-6b9de5919faf,4c814469-68fa-494a-9e93-90ccff9d6eaa,20130224,
